feature_1,Design Option,Category,Family,Type,Horizontal Profile Offset,Vertical Profile Offset,Length,Family and Type,Type Id,Phase Created,Phase Demolished,Angle,Profile,Type Name,Family Name,Material,Base Level,Base Offset,Column Style,Level,Moves With Grids,Top Level,Top Offset,Volume,Host Id,Structural Material,Base Connection,Enable Analytical Model,Top Connection,Ht,b,kr,t,Keynote,A,Section Shape,Shape,W,Eccentricity,Area,Elevation at Bottom,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Survey,Width,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,Default End Extension Length,Do Not Break At Inserts,Foundation Thickness,Structural Usage,Elevation from Level,Host,Schedule Level,Offset,Mark,AssetIdentifier,BarCode,Assembly Description,Description,EAN code,Installation instructions,Manufacturer,Model,OmniClass Number,OmniClass Title,Product Guid,Product data url,Technical description,Type Comments,Type Mark,URL,Thickness,Base Constraint,Top Constraint,Unconnected Height,Corner Mullion,Position,Width on side 1,Width on side 2,Wardrobe-Door,Blanket visibility,Base Offset From Level,Cutoff Level,Cutoff Offset,Related to Mass,Room Bounding,Fascia Depth,Maximum Ridge Height,Rafter Cut,Slope,Absorptance,Roughness,Default Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Height Offset From Level,Perimeter,Span Direction,Structural,Display in Hidden Views,Glazing Type,Sill Height,Head Height,FRAME,Analytic Construction,Wall Closure,Core Frame Length,Core Frame Width,Full Door Handle Height,Full Panel Height,Lower Handle Height,Mid Rail Height,Panel Width,Full Height Door,MidRail,No MidRail,Top Panel Visible,Base Extension Distance,Base is Attached,Location Line,Top Extension Distance,Top is Attached,Wrapping at Ends,Wrapping at Inserts,Justification,Number,Automatically Embed,Curtain Panel,Join Condition,Adjust for Mullion Size,Layout,Spacing,Border 1 Type,Border 2 Type,Interior Type
10350827,None,OST_Walls,Mesh Fence,Mesh Fence,,,2213,Mesh Fence,Mesh Fence,New Construction,None,0.00°,,Mesh Fence,Curtain Wall,,,750,,,,,0,,,,,No,,,,,,618,,,,,,4 m²,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,00 GROUND,None,1800,,,,,,,,,,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,No,,,4,1,No,Fencing,0,Yes,1,1800,38x76mm,38x76mm,None
10350883,None,OST_Walls,Mesh Fence,Mesh Fence,,,403,Mesh Fence,Mesh Fence,New Construction,None,0.00°,,Mesh Fence,Curtain Wall,,,0,,,,,0,,,,,No,,,,,,618,,,,,,1 m²,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,00 GROUND,None,1800,,,,,,,,,,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,No,,,4,4,No,Fencing,0,Yes,1,1800,38x76mm,38x76mm,None
10951061,None,OST_Walls,Mesh Fence,Mesh Fence,,,3659,Mesh Fence,Mesh Fence,New Construction,None,0.00°,,Mesh Fence,Curtain Wall,,,0,,,,,0,,,,,No,,,,,,618,,,,,,6 m²,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,00 GROUND,None,1800,,,,,,,,,,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,No,,,4,1,No,Fencing,0,Yes,1,1800,38x76mm,38x76mm,None
10896429,None,OST_Walls,plaster,plaster,,,6050,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2150,,,,,-255,0.35 m³,,5418529,,No,,,,,,104.1,,,,,,7 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,03 ROOF 2,2295,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10896434,None,OST_Walls,plaster,plaster,,,6854,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2150,,,,,-255,0.32 m³,,5418529,,No,,,,,,104.1,,,,,,6 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,03 ROOF 2,2295,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10896439,None,OST_Walls,plaster,plaster,,,6854,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2150,,,,,-255,0.32 m³,,5418529,,No,,,,,,104.1,,,,,,6 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,03 ROOF 2,2295,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10896444,None,OST_Walls,plaster,plaster,,,6050,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2150,,,,,-255,0.20 m³,,5418529,,No,,,,,,104.1,,,,,,4 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,03 ROOF 2,2295,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10899334,None,OST_Walls,plaster,plaster,,,4851,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2350,,,,,-255,0.24 m³,,5418529,,No,,,,,,104.1,,,,,,5 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST 2,945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10899335,None,OST_Walls,plaster,plaster,,,11750,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2350,,,,,-255,0.68 m³,,5418529,,No,,,,,,104.1,,,,,,14 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST 2,945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10899336,None,OST_Walls,plaster,plaster,,,11750,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2350,,,,,-255,0.48 m³,,5418529,,No,,,,,,104.1,,,,,,10 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST 2,945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10899337,None,OST_Walls,plaster,plaster,,,5573,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2350,,,,,-255,0.28 m³,,5418529,,No,,,,,,104.1,,,,,,6 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST 2,945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10899339,None,OST_Walls,plaster,plaster,,,4851,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2350,,,,,-255,0.24 m³,,5418529,,No,,,,,,104.1,,,,,,5 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST 2,945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10938375,None,OST_Walls,plaster,plaster,,,6250,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,3250,,,,,-255,0.29 m³,,5418529,,No,,,,,,104.1,,,,,,6 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,None,4000,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10938380,None,OST_Walls,plaster,plaster,,,6050,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,3250,,,,,-255,0.22 m³,,5418529,,No,,,,,,104.1,,,,,,4 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,None,4000,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10938385,None,OST_Walls,plaster,plaster,,,6050,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,3250,,,,,-255,0.35 m³,,5418529,,No,,,,,,104.1,,,,,,7 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,None,4000,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10938390,None,OST_Walls,plaster,plaster,,,6250,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,3250,,,,,-255,0.29 m³,,5418529,,No,,,,,,104.1,,,,,,6 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,None,4000,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10939502,None,OST_Walls,plaster,plaster,,,6401,plaster,plaster,New Construction,None,,,plaster,Basic Wall,,,2350,,,,,-255,0.30 m³,,5418529,,No,,,,,,104.1,,,,,,6 m²,,,,,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST 2,945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
